date,rain_mm,runoff_mm,drainage_mm,soil_evap_mm,transp_mm,et_mm,erosion_t_ha,yield_t_ha
1975,408.90000000000003,7.912427071671198,0.0,303.6464192041788,250.00469182726928,553.6511110314481,0.2579592711792434,1.495
1976,721.6,13.075266515470618,0.0,310.0940598383919,404.73073026025486,714.8247900986468,0.025072551425662903,4.22
1977,315.4,0.47283133843137176,0.0,227.10990875333408,117.79354076109139,344.90344951442546,0.0,1.598
1978,677.4,1.9859724467426927,0.0,347.46015920902187,300.2542388634962,647.7143980725181,0.0632825325474857,2.305
1979,239.2,0.0,0.0,264.2189706631774,27.166310687593196,291.38528135077064,0.0,1.931
1980,273.8,0.0,0.0,244.73111075725825,28.76827844405337,273.4993892013116,0.0,0.025
1981,421.6,0.028942118169255578,0.0,280.13130745511285,155.7247882143259,435.85609566943873,0.0,1.016
1982,276.2,4.122182157776874,0.0,192.59917088520444,117.28646193933555,309.88563282454,0.030721995066476958,1.888
1983,604.8,13.455287172127749,0.0,321.5363381351625,160.68100085231512,482.2173389874776,0.35413696854192905,0.341
1984,669.6,20.294909721993314,0.0,338.1757290241425,423.5258193173251,761.7015483414676,0.3571572739811368,4.896
1985,477.4,2.0757546745349362,0.0,329.11917708370146,147.93614427522328,477.05532135892474,0.0473183661235763,1.144
1986,268.7,0.0,0.0,269.15470887733,19.4044354727919,288.55914435012187,0.0,1.575
1987,461.6,0.043339094653297605,0.0,316.93705780050294,132.00129230033457,448.9383501008375,0.0,1.145
1988,602.2,2.876288813621685,0.0,351.91351767619045,209.61375456481125,561.5272722410017,0.10794038780152196,0.978
1989,428.7,0.0013168842573423893,0.0,282.9524307802517,221.3505084648502,504.30293924510187,0.0,2.942
1990,627.2,28.766071273046027,55.40342156567817,289.5346142039529,212.92434814490065,502.45896234885356,0.5330946942794895,1.248
1991,391.2,0.0,0.0,253.53468869452988,174.83707152195865,428.37176021648855,0.0,3.08
1992,711.4,1.4579881088076496,0.0,376.7538285699114,305.8981404967356,682.651969066647,0.0,2.707
1993,467.40000000000003,2.014608176252934,0.0,331.2394506260439,202.14894026870581,533.3883908947497,0.0,2.113
1994,260.6,0.0,0.0,221.50107660488248,74.27188064526717,295.77295725014966,0.0,1.816
1995,541.4,0.0,0.0,318.8276007658737,240.4297059908701,559.2573067567438,0.0,1.889
1996,463.8,0.023886583474917563,0.0,326.1223427989828,154.1369532319481,480.2592960309309,0.0,1.338
1997,316.2,1.3771354060961463,0.0,252.56659786907738,78.90925140509863,331.475849274176,0.04037124838923697,1.158
1998,566.0,22.028207882887287,0.0,310.05653771275354,190.84802841994127,500.90456613269475,0.8641069784186544,0.991
1999,568.4,0.0,0.0,373.1729098774,196.76748868610713,569.9403985635071,0.0,2.798
2000,504.8,0.06430472346267711,0.0,350.0507787506922,211.15362881188156,561.2044075625738,0.0,1.283
