date,rain_mm,runoff_mm,drainage_mm,soil_evap_mm,transp_mm,et_mm,erosion_t_ha,yield_t_ha
1975,975.6,149.0112860633891,160.44575904274987,342.16197314080665,237.3922538982466,579.5542270390532,13.861685805451113,2.849
1976,663.3,93.05254445960303,153.0204302154095,326.17173822386667,214.04344591848454,540.2151841423512,4.813897969702189,2.569
1977,619.4,115.11126834190438,135.72250197820523,264.97022695412596,155.97474944593503,420.94497640006097,6.939205688809186,1.872
1978,907.3,160.80443927637637,66.3985472765099,334.37381905181735,280.7207578551314,615.0945769069488,9.440421041898498,3.369
1979,400.1,8.738860175155313,19.3098133783337,238.62710832744474,165.8597333333333,404.48684166077805,0.37147148141975883,1.99
1980,522.8,56.62430794535136,52.57143059234818,274.3337063218009,163.6921264625476,438.0258327843485,3.872955593955674,1.964
1981,623.4,97.81114403856259,66.76478562480207,318.35315459010855,169.8822662409652,488.2354208310738,8.066350464784426,2.039
1982,348.2,15.373152092739039,19.920717058034313,210.445966711112,147.99999999999997,358.44596671111196,0.6878277564367046,1.776
1983,1108.6,318.0388018721776,183.57596436037295,324.0850949406924,193.21924938381736,517.3043443245098,23.279540532346385,2.319
1984,536.1,3.034786150736575,0.0,327.26047824859637,255.04273142331996,582.3032096719163,0.15141393742402728,3.061
1985,600.6,16.41688521938057,0.0,351.6114759214174,177.3931838099965,529.0046597314139,3.273470322727936,2.129
1986,560.6,33.92082001039469,35.426494391488234,327.3187758777619,268.65306495932555,595.9718408370875,1.5514929872650778,3.224
1987,643.6,3.3491333355964197,0.0,382.11194279788185,207.87914276470815,589.99108556259,0.18155569227674923,2.495
1988,741.3,57.17114266286629,65.58408052724451,346.59253184798695,231.04413306101745,577.6366649090045,3.642360271156133,2.773
1989,744.7,77.13185395044974,123.34288432249016,380.24920021417245,244.82073351212023,625.0699337262927,5.162842333172859,2.938
1990,625.4,71.7559714824149,35.726208085893234,251.76000309342214,179.43338506195823,431.1933881553804,10.737768094349107,2.153
1991,519.9,23.863864241831422,114.84221007269838,283.14644579479847,182.5232815087396,465.669727303538,1.5083408606647173,2.19
1992,292.8,0.0,0.0,259.60611043716733,73.47037356499692,333.07648400216425,0.0,0.882
1993,327.7,0.1607582188827147,0.0,260.17662474537656,117.31783105599736,377.4944558013739,0.0,1.408
1994,560.2,91.01632775468268,71.75592119751823,223.87857852796913,161.5790868959198,385.4576654238889,4.253728170432441,1.939
1995,491.6,4.819405562040171,0.0,326.152080611866,184.91746963093397,511.06955024279995,0.20145958640671843,2.219
1996,690.2,90.34591965146512,50.18919103399088,304.9627959564657,188.07691964456683,493.0397156010325,4.304752312210015,2.257
1997,511.8,6.931576560567924,0.0,291.8487688286484,191.88718369347464,483.73595252212306,0.2053110498643454,2.303
1998,790.0,61.04212502507701,8.913625552925993,352.54016136910354,429.05003202650505,781.5901933956086,3.891737165889311,5.149
1999,376.3,10.553604812464075,0.0,251.6078013045654,162.92414772643903,414.53194903100444,0.4970651902658586,1.955
2000,894.1,112.01558254135591,60.8324393348056,324.0506598613733,226.7555957187189,550.8062555800922,10.335953855940213,2.721
