date,rain_mm,runoff_mm,drainage_mm,soil_evap_mm,transp_mm,et_mm,erosion_t_ha,yield_t_ha
1975,707.7,29.59213560439721,6.56621567823629,268.9823691242657,346.1112134449557,615.0935825692214,0.600120961619787,4.153
1976,655.1,7.192973719864937,0.0,352.0519521962826,392.092720086075,744.1446722823576,0.2054927468853711,4.705
1977,544.0,1.7393007846766793,0.0,294.42499448096567,211.13835237512865,505.5633468560943,0.061500012480749745,2.534
1978,818.6,1.6158954222858004,0.0,345.77426650395375,390.76399878995716,736.538265293911,0.0,4.689
1979,730.3,43.02602925849135,0.0,336.11452170190404,324.28201773885263,660.3965394407567,4.711287574983435,3.891
1980,530.2,0.0,0.0,288.95390153820335,227.6851466456134,516.6390481838167,0.0,2.732
1981,1031.5,91.30601523946434,0.0,330.09606733187746,307.2881748373145,637.384242169192,2.0754930687260917,3.687
1982,408.2,2.306489209054922,0.0,256.84196813256426,248.09027716052026,504.9322452930845,0.10044146167384942,2.977
1983,1023.4,95.10301695112646,46.034677661125215,327.5556603445933,332.75759546929896,660.3132558138923,5.104047290520171,3.993
1984,847.9,25.757409076447686,0.0,376.81396766546084,435.9615516427305,812.7755193081913,0.48556799020687935,5.232
1985,529.6,0.0,0.0,348.46822592379397,202.41166662904052,550.8798925528345,0.0,2.429
1986,518.0,0.772653855158332,0.0,325.1444285217629,206.24809013412744,531.3925186558903,0.0,2.475
1987,598.3,0.0,0.0,312.0533725130484,265.2276626687111,577.2810351817594,0.0,3.183
1988,1042.6,107.34148510151336,81.15065578377602,320.0626833853414,305.67340057028593,625.7360839556274,2.6999956584884512,3.668
1989,848.1,39.00481017941416,0.0,356.9231188649937,288.95411901030997,645.8772378753036,0.7625033995857338,3.467
1990,693.6,59.43696547699425,48.93771345223115,308.12649337581047,309.0402751667314,617.166768542542,1.9297474720551961,3.708
1991,453.0,0.9161400118124378,0.0,238.92754207256056,140.13511156855526,379.06265364111584,0.0,1.682
1992,526.5,1.6411808851500622,0.0,320.0779235537647,228.1360437120044,548.2139672657692,0.02056414758855691,2.738
1993,502.3,0.6173667669760944,0.0,273.62877357138,126.0370836304184,399.6658572017984,0.0,1.512
1994,513.5,43.45431597285962,0.0,266.23481759608063,216.32065787053574,482.5554754666164,0.8097980422891369,2.596
1995,793.3,7.957315144013825,0.0,342.6552332170267,251.16260322674785,593.8178364437746,0.2592309077309208,3.014
1996,810.5,77.67496403731317,71.84455015047473,321.7511813251897,282.2327294993782,603.9839108245678,1.690025934373315,3.387
1997,497.1,0.10953403815921704,0.0,282.4269942299724,242.20444646349665,524.6314406934691,0.0,2.906
1998,733.2,4.9032514457917316,0.0,327.09346336131347,317.4746784803828,644.5681418416963,0.10688852904975377,3.81
1999,684.1,23.260759757710066,0.0,302.6485874327351,273.86860398481065,576.5171914175457,0.4920547797612123,3.286
2000,399.1,2.9267722742437234,0.0,258.33659462506716,192.45573683569714,450.79233146076433,0.04773322695165146,2.309
