date,rain_mm,runoff_mm,drainage_mm,soil_evap_mm,transp_mm,et_mm,erosion_t_ha,yield_t_ha
1975,975.6,43.986246204079286,0.0,399.32886526328514,491.9753593820791,891.3042246453642,3.2373016442487694,0.0
1976,663.3,22.271485606803658,0.0,383.06761855681106,394.67290352924425,777.7405220860553,1.010303802097182,0.0
1977,619.4,41.38333631711193,14.413796683069393,289.2841584465173,289.7640960282657,579.0482544747831,3.005607640949442,0.0
1978,907.3,71.9529044560102,25.664612370760665,369.49621552045113,437.8201117043067,807.3163272247579,3.9363323212314016,0.0
1979,400.1,0.15524233417625555,0.0,263.3369405524719,160.78529990677856,424.1222404592505,0.0,0.0
1980,522.8,2.7693788058098154,0.0,305.1045683687783,220.07970248554096,525.1842708543193,0.12680155850356029,0.0
1981,623.4,5.406910921077579,0.0,343.1704924846507,310.487372945242,653.6578654298927,0.2332306770136053,0.0
1982,348.2,0.0,0.0,229.30708776776413,143.57922490918713,372.88631267695126,0.0,0.0
1983,1108.6,189.04651408053545,124.7349810686284,339.2555864244146,460.76544578469264,800.0210322091073,10.378809964939183,0.0
1984,536.1,0.28834576708904364,0.0,361.97020535937486,201.57610901029378,563.5463143696686,0.0,0.0
1985,600.6,2.5120412759544943,0.0,372.4154751725682,231.30065489113704,603.7161300637052,0.09547802602095738,0.0
1986,560.6,8.397163181963752,0.0,373.66202848468555,206.6610165991238,580.3230450838093,0.8081098157586737,0.0
1987,643.6,0.37780087595775025,0.0,421.58258205224746,194.76765043503127,616.3502324872787,0.0,0.0
1988,741.3,17.84027411744108,0.0,376.6388526975848,363.457619507183,740.0964722047678,1.7869561257450008,0.0
1989,744.7,3.434465460868966,0.0,404.65523587546784,365.1266360869332,769.781871962401,0.13450154562703565,0.0
1990,625.4,38.81740734717551,9.033769023216507,265.6323425605394,205.63750867521705,471.26985123575645,2.1097478580191003,0.0
1991,519.9,2.212585849960358,0.0,315.76396325833224,335.927567230226,651.6915304885582,0.05611667197539196,0.0
1992,292.8,0.0,0.0,268.4452436964814,55.340392986605785,323.7856366830872,0.0,0.0
1993,327.7,0.018176060365823473,0.0,287.59570494774704,81.41884588994769,369.01455083769474,0.0,0.0
1994,560.2,97.62828307833776,35.94702566855682,235.7083669050537,207.02746605950347,442.7358329645572,7.4267169585736905,0.0
1995,491.6,0.09016448421494766,0.0,360.53553710146883,147.1302949317656,507.6658320332345,0.0,0.0
1996,690.2,50.829077465012645,2.4365924400215704,337.0837646003415,296.6788862331893,633.7626508335309,2.333075170140729,0.0
1997,511.8,0.0,0.0,326.5014203411543,189.20624033757622,515.7076606787305,0.0,0.0
1998,790.0,27.310447173569937,0.0,414.19214263285846,333.44913852529874,747.6412811581572,4.029739602379319,0.0
1999,376.3,0.02073278502998746,0.0,279.5482995998795,156.90221803488933,436.4505176347688,0.0,0.0
2000,894.1,82.33049882251778,0.0,344.5543956563261,346.5818567293936,691.1362523857198,7.933948896042518,0.239
